ID,year,code,weight,code_label,id,binary1,binary2,three_code1,three_code2,four_code,five_code,binary3,three_code3,four_code2
133,1987,3,10,relchanges (income/wages/earnings/etc.),133,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
134,1993,3,10,relchanges (income/wages/earnings/etc.),134,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
135,1985,2,6.67,"relinequality, implicit",135,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
136,1983,5,6.67,irrelevant,136,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
137,1985,1,10,"relinequality, explicit",137,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
138,1985,2,6.67,"relinequality, implicit",138,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
139,1982,2,6.67,"relinequality, implicit",139,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
140,1980,5,6.67,irrelevant,140,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
141,2001,5,6.67,irrelevant,141,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
142,2009,4,6.67,"releconomy (employment, economy)",142,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
143,1999,2,6.67,"relinequality, implicit",143,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
144,1988,5,6.67,irrelevant,144,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
145,1988,5,6.67,irrelevant,145,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
146,1986,3,10,relchanges (income/wages/earnings/etc.),146,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
147,1983,5,6.67,irrelevant,147,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
148,1982,2,6.67,"relinequality, implicit",148,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
149,2010,4,6.67,"releconomy (employment, economy)",149,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
150,1982,4,6.67,"releconomy (employment, economy)",150,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
151,2009,4,6.67,"releconomy (employment, economy)",151,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
152,1998,5,6.67,irrelevant,152,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
153,2008,3,6.67,relchanges (income/wages/earnings/etc.),153,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
154,1981,1,6.67,"relinequality, explicit",154,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
155,1981,5,6.67,irrelevant,155,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
156,2004,5,10,irrelevant,156,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
157,1997,1,10,"relinequality, explicit",157,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
158,2002,5,6.67,irrelevant,158,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
159,2001,3,6.67,relchanges (income/wages/earnings/etc.),159,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
160,1981,2,6.67,"relinequality, implicit",160,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
161,1981,5,6.67,irrelevant,161,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
162,1980,2,10,"relinequality, implicit",162,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
163,1984,2,6.67,"relinequality, implicit",163,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
164,2006,5,10,irrelevant,164,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
165,1995,5,10,irrelevant,165,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
166,2001,1,6.67,"relinequality, explicit",166,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
167,1983,3,10,relchanges (income/wages/earnings/etc.),167,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
168,2002,5,6.67,irrelevant,168,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
169,2001,1,6.67,"relinequality, explicit",169,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
170,1984,4,10,"releconomy (employment, economy)",170,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
171,1984,5,6.67,irrelevant,171,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
172,1993,2,6.67,"relinequality, implicit",172,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
173,2008,2,10,"relinequality, implicit",173,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
174,1990,5,6.67,irrelevant,174,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
175,1989,5,10,irrelevant,175,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
176,1981,3,10,relchanges (income/wages/earnings/etc.),176,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
177,1997,1,6.67,"relinequality, explicit",177,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
178,1986,5,10,irrelevant,178,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
179,1985,3,10,relchanges (income/wages/earnings/etc.),179,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
180,2008,3,6.67,relchanges (income/wages/earnings/etc.),180,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
181,2005,1,1,"relinequality, explicit",181,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
182,2004,2,6.67,"relinequality, implicit",182,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
183,1993,5,6.67,irrelevant,183,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
184,2003,5,6.67,irrelevant,184,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
185,2001,4,6.67,"releconomy (employment, economy)",185,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
186,1994,5,6.67,irrelevant,186,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
187,1991,2,6.67,"relinequality, implicit",187,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
188,2007,1,6.67,"relinequality, explicit",188,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
189,1988,1,6.67,"relinequality, explicit",189,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
190,1983,5,6.67,irrelevant,190,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
191,2004,5,6.67,irrelevant,191,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
192,1996,3,6.67,relchanges (income/wages/earnings/etc.),192,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
193,1994,1,6.67,"relinequality, explicit",193,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
194,1985,5,10,irrelevant,194,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
195,2010,3,6.67,relchanges (income/wages/earnings/etc.),195,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
196,1984,3,10,relchanges (income/wages/earnings/etc.),196,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
197,2003,5,10,irrelevant,197,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
198,1996,4,10,"releconomy (employment, economy)",198,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
199,1996,5,6.67,irrelevant,199,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
200,1981,5,6.67,irrelevant,200,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
201,1986,2,6.67,"relinequality, implicit",201,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
202,1996,1,10,"relinequality, explicit",202,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
203,1993,5,6.67,irrelevant,203,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
204,1994,1,1,"relinequality, explicit",204,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
205,1993,1,6.67,"relinequality, explicit",205,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
206,1999,1,1,"relinequality, explicit",206,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
207,2012,4,6.67,"releconomy (employment, economy)",207,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
208,2012,5,6.67,irrelevant,208,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
209,1992,1,6.67,"relinequality, explicit",209,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
