year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
2012	5	6.67	irrelevant	861	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1997	5	6.67	irrelevant	862	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	863	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	3	6.67	relchanges (income/wages/earnings/etc.)	864	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2012	4	6.67	releconomy (employment, economy)	865	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2012	1	6.67	relinequality, explicit	866	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2012	2	6.67	relinequality, implicit	867	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2012	2	6.67	relinequality, implicit	868	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	2	2	1	1	1
2012	4	6.67	releconomy (employment, economy)	869	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1987	5	6.67	irrelevant	870	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2010	2	6.67	relinequality, implicit	871	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1995	1	6.67	relinequality, explicit	872	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1982	1	6.67	relinequality, explicit	873	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1998	5	10	irrelevant	874	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1998	5	6.67	irrelevant	875	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	3	6.67	relchanges (income/wages/earnings/etc.)	876	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1983	5	6.67	irrelevant	877	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	3	10	relchanges (income/wages/earnings/etc.)	878	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1984	3	10	relchanges (income/wages/earnings/etc.)	879	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1981	1	10	relinequality, explicit	880	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1984	3	10	relchanges (income/wages/earnings/etc.)	881	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2012	4	6.67	releconomy (employment, economy)	882	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1980	3	10	relchanges (income/wages/earnings/etc.)	883	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1999	5	6.67	irrelevant	884	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1995	1	6.67	relinequality, explicit	885	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1995	5	6.67	irrelevant	886	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1986	5	6.67	irrelevant	887	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	1	6.67	relinequality, explicit	888	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	5	6.67	irrelevant	889	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	3	10	relchanges (income/wages/earnings/etc.)	890	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	5	6.67	irrelevant	891	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1985	1	6.67	relinequality, explicit	892	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	3	10	relchanges (income/wages/earnings/etc.)	893	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1985	1	6.67	relinequality, explicit	894	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	5	6.67	irrelevant	895	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1994	3	10	relchanges (income/wages/earnings/etc.)	896	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	3	6.67	relchanges (income/wages/earnings/etc.)	897	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1989	5	6.67	irrelevant	898	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	1	1	relinequality, explicit	899	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2002	3	6.67	relchanges (income/wages/earnings/etc.)	900	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	5	6.67	irrelevant	901	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1982	2	10	relinequality, implicit	902	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	1	6.67	relinequality, explicit	903	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	904	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1986	3	10	relchanges (income/wages/earnings/etc.)	905	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	1	1	relinequality, explicit	906	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	907	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1996	5	10	irrelevant	908	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	3	10	relchanges (income/wages/earnings/etc.)	909	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	5	6.67	irrelevant	910	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2007	3	10	relchanges (income/wages/earnings/etc.)	911	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	1	10	relinequality, explicit	912	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	1	6.67	relinequality, explicit	913	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2005	5	6.67	irrelevant	914	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2009	3	6.67	relchanges (income/wages/earnings/etc.)	915	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1986	3	10	relchanges (income/wages/earnings/etc.)	916	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	3	10	relchanges (income/wages/earnings/etc.)	917	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	1	10	relinequality, explicit	918	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	10	relinequality, explicit	919	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2011	4	6.67	releconomy (employment, economy)	920	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	3	10	relchanges (income/wages/earnings/etc.)	921	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	5	6.67	irrelevant	922	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2009	1	1	relinequality, explicit	923	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	5	6.67	irrelevant	924	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2011	1	6.67	relinequality, explicit	925	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2008	1	6.67	relinequality, explicit	926	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	1	6.67	relinequality, explicit	927	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	5	6.67	irrelevant	928	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2009	4	6.67	releconomy (employment, economy)	929	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	4	6.67	releconomy (employment, economy)	930	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1995	3	10	relchanges (income/wages/earnings/etc.)	931	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2011	3	6.67	relchanges (income/wages/earnings/etc.)	932	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1983	3	10	relchanges (income/wages/earnings/etc.)	933	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2010	3	6.67	relchanges (income/wages/earnings/etc.)	934	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1985	3	10	relchanges (income/wages/earnings/etc.)	935	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2007	1	1	relinequality, explicit	936	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	1	1	relinequality, explicit	937	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1986	1	10	relinequality, explicit	938	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2009	4	6.67	releconomy (employment, economy)	939	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2000	5	6.67	irrelevant	940	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2010	2	6.67	relinequality, implicit	941	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1995	5	10	irrelevant	942	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	3	6.67	relchanges (income/wages/earnings/etc.)	943	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2006	5	6.67	irrelevant	944	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2007	3	10	relchanges (income/wages/earnings/etc.)	945	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2005	5	6.67	irrelevant	946	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	3	6.67	relchanges (income/wages/earnings/etc.)	947	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1981	2	10	relinequality, implicit	948	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2007	1	6.67	relinequality, explicit	949	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1997	2	6.67	relinequality, implicit	950	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	3	10	relchanges (income/wages/earnings/etc.)	951	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2012	5	6.67	irrelevant	952	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	1	6.67	relinequality, explicit	953	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	1	6.67	relinequality, explicit	954	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	2	1	relinequality, implicit	955	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	4	10	releconomy (employment, economy)	956	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2006	5	10	irrelevant	957	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2008	5	6.67	irrelevant	958	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2008	1	10	relinequality, explicit	959	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1998	4	10	releconomy (employment, economy)	960	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2002	5	6.67	irrelevant	961	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2009	3	1	relchanges (income/wages/earnings/etc.)	962	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	5	6.67	irrelevant	963	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2012	3	6.67	relchanges (income/wages/earnings/etc.)	964	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2007	1	1	relinequality, explicit	965	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	1	6.67	relinequality, explicit	966	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2004	5	6.67	irrelevant	967	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	1	6.67	relinequality, explicit	968	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	5	6.67	irrelevant	969	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2011	4	6.67	releconomy (employment, economy)	970	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1997	3	10	relchanges (income/wages/earnings/etc.)	971	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	3	10	relchanges (income/wages/earnings/etc.)	972	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2009	5	6.67	irrelevant	973	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1986	3	10	relchanges (income/wages/earnings/etc.)	974	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1980	3	10	relchanges (income/wages/earnings/etc.)	975	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2011	1	6.67	relinequality, explicit	976	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1999	5	10	irrelevant	977	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2006	4	10	releconomy (employment, economy)	978	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2009	1	6.67	relinequality, explicit	979	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2005	5	6.67	irrelevant	980	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	5	6.67	irrelevant	981	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	10	irrelevant	982	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	3	6.67	relchanges (income/wages/earnings/etc.)	983	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	3	6.67	relchanges (income/wages/earnings/etc.)	984	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2010	4	6.67	releconomy (employment, economy)	985	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2004	1	6.67	relinequality, explicit	986	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2005	5	6.67	irrelevant	987	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	1	10	relinequality, explicit	988	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	4	6.67	releconomy (employment, economy)	989	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2006	1	6.67	relinequality, explicit	990	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2002	5	6.67	irrelevant	991	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	1	6.67	relinequality, explicit	992	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	5	6.67	irrelevant	993	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	1	6.67	relinequality, explicit	994	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1999	5	6.67	irrelevant	995	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	3	10	relchanges (income/wages/earnings/etc.)	996	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1996	1	6.67	relinequality, explicit	997	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1997	5	6.67	irrelevant	998	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	2	6.67	relinequality, implicit	999	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2000	5	6.67	irrelevant	1000	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2001	5	6.67	irrelevant	1001	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	1	10	relinequality, explicit	1002	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1982	1	6.67	relinequality, explicit	1003	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	4	6.67	releconomy (employment, economy)	1004	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2001	2	10	relinequality, implicit	1005	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	5	10	irrelevant	1006	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	10	relinequality, explicit	1007	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1997	3	6.67	relchanges (income/wages/earnings/etc.)	1008	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2000	1	6.67	relinequality, explicit	1009	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	1010	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	1	1	relinequality, explicit	1011	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1998	5	6.67	irrelevant	1012	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2001	3	6.67	relchanges (income/wages/earnings/etc.)	1013	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1992	1	6.67	relinequality, explicit	1014	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1994	5	10	irrelevant	1015	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2009	1	6.67	relinequality, explicit	1016	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	5	6.67	irrelevant	1017	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1988	1	6.67	relinequality, explicit	1018	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	1	6.67	relinequality, explicit	1019	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1988	1	6.67	relinequality, explicit	1020	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1989	5	6.67	irrelevant	1021	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1988	2	6.67	relinequality, implicit	1022	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1998	5	6.67	irrelevant	1023	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	1	1	relinequality, explicit	1024	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	1	relinequality, explicit	1025	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	5	1	irrelevant	1026	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	1027	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1993	5	6.67	irrelevant	1028	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	1	6.67	relinequality, explicit	1029	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2000	1	6.67	relinequality, explicit	1030	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1993	3	10	relchanges (income/wages/earnings/etc.)	1031	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1995	1	1	relinequality, explicit	1032	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	3	10	relchanges (income/wages/earnings/etc.)	1033	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1999	1	6.67	relinequality, explicit	1034	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2003	2	6.67	relinequality, implicit	1035	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	1	1	1	1
2004	1	6.67	relinequality, explicit	1036	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1994	1	1	relinequality, explicit	1037	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	5	6.67	irrelevant	1038	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1996	5	6.67	irrelevant	1039	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1993	5	6.67	irrelevant	1040	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1993	5	6.67	irrelevant	1041	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	2	6.67	relinequality, implicit	1042	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	5	6.67	irrelevant	1043	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	1	6.67	relinequality, explicit	1044	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	5	6.67	irrelevant	1045	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2000	1	1	relinequality, explicit	1046	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1982	5	6.67	irrelevant	1047	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	5	6.67	irrelevant	1048	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2001	2	6.67	relinequality, implicit	1049	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	6.67	relinequality, explicit	1050	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1999	1	6.67	relinequality, explicit	1051	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1996	5	6.67	irrelevant	1052	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1992	5	1	irrelevant	1053	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1988	2	6.67	relinequality, implicit	1054	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1996	5	6.67	irrelevant	1055	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	5	6.67	irrelevant	1056	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	1	10	relinequality, explicit	1057	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	1	1	relinequality, explicit	1058	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2009	4	6.67	releconomy (employment, economy)	1059	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1983	5	6.67	irrelevant	1060	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2010	3	6.67	relchanges (income/wages/earnings/etc.)	1061	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1996	5	6.67	irrelevant	1062	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	2	10	relinequality, implicit	1063	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	3	6.67	relchanges (income/wages/earnings/etc.)	1064	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2008	2	6.67	relinequality, implicit	1065	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2006	5	6.67	irrelevant	1066	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	5	6.67	irrelevant	1067	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1986	5	6.67	irrelevant	1068	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	5	6.67	irrelevant	1069	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	4	6.67	releconomy (employment, economy)	1070	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	3	6.67	relchanges (income/wages/earnings/etc.)	1071	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	2	6.67	relinequality, implicit	1072	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	3	10	relchanges (income/wages/earnings/etc.)	1073	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
